_id,_full_text,ID_UEV,CIVIQUE_DEBUT,CIVIQUE_FIN,NOM_RUE,SUITE_DEBUT,MUNICIPALITE,ETAGE_HORS_SOL,NOMBRE_LOGEMENT,ANNEE_CONSTRUCTION,CODE_UTILISATION,LETTRE_DEBUT,LETTRE_FIN,LIBELLE_UTILISATION,CATEGORIE_UEF,MATRICULE83,SUPERFICIE_TERRAIN,SUPERFICIE_BATIMENT,NO_ARROND_ILE_CUM
15589,-0':17 '-000':18 '-0000':19 '-3416':16 '-93':15 '0043':14 '01019321':1 '1000':11 '1211':20 '1977':10 '2105':21 '24':9 '2410':2 '2440':3 '3':8 '50':7 'logan':5 'logement':12 'mtl':6 'rem19':22 'rue':4 'régulier':13,1019321,2410,2440,rue Logan  ,,50,3,24,1977,1000,,,Logement,Régulier,0043-93-3416-0-000-0000,1211,2105,Arrondissement de Ville-Marie (Montréal)
15608,-000':19 '-0000':20 '-3':18 '-33':16 '-6084':17 '01019364':1 '1000':12 '1982':11 '2':9 '26':10 '2669':22 '2700':2 '2788':3 '50':8 '6615':21 '9937':15 'grand':5 'logement':13 'mtl':7 'rem20':23 'rue':4 'régulier':14 'trunk':6,1019364,2700,2788,rue Grand Trunk  ,,50,2,26,1982,1000,,,Logement,Régulier,9937-33-6084-3-000-0000,6615,2669,Arrondissement du Sud-Ouest (Montréal)
15779,"-000':18 '-0000':19 '-07':15 '-6':17 '-9730':16 '01008837':1 '1000':11 '1090':20 '1964':10 '29':7 '30':9 '300':2,3 '3346':21 '7':8 '9737':14 'avenu':4 'lansdown':5 'logement':12 'rem99':22 'régulier':13 'wmt':6",1008837,300,300,avenue Lansdowne  ,,29,7,30,1964,1000,,,Logement,Régulier,9737-07-9730-6-000-0000,1090,3346,(Westmount)
15855,"-000':21 '-0000':22 '-1':20 '-3238':19 '-84':18 '01036250':1 '1000':14 '1700':2,3 '1928':13 '2563':23 '27':12 '50':10 '5407':24 '8':11 '9739':17 'avenu':4 'docteur':7 'docteur-penfield':6 'du':5 'logement':15 'mtl':9 'penfield':8 'rem19':25 'régulier':16",1036250,1700,1700,avenue du Docteur-Penfield  ,,50,8,27,1928,1000,,,Logement,Régulier,9739-84-3238-1-000-0000,2563,5407,Arrondissement de Ville-Marie (Montréal)
15903,"-000':19 '-0000':20 '-5':18 '-68':16 '-8262':17 '01047154':1 '1000':12 '1125':2,3 '1913':22 '1968':11 '27':10 '3':9 '50':8 '916':21 '9835':15 'galt':5 'logement':13 'mtl':6 'rem12':23 'rue':4 'régulier':14 'vrd':7",1047154,1125,1125,rue Galt  ,,50,3,27,1968,1000,,,Logement,Régulier,9835-68-8262-5-000-0000,916,1913,Arrondissement de Verdun (Montréal)
16302,"-000':18 '-0000':19 '-10':15 '-2249':16 '-8':17 '0044':14 '01023867':1 '1000':11 '1953':10 '23':9 '2625':2,3 '3':8 '381':20 '50':7 '686':21 'frontenac':5 'logement':12 'mtl':6 'rem19':22 'rue':4 'régulier':13",1023867,2625,2625,rue Frontenac  ,,50,3,23,1953,1000,,,Logement,Régulier,0044-10-2249-8-000-0000,381,686,Arrondissement de Ville-Marie (Montréal)
16347,-000':18 '-0000':19 '-13':15 '-3':17 '-7898':16 '0043':14 '01022689':1 '1000':11 '1910':10 '1954':21 '2':8 '2214':2 '2220':3 '2275':20 '33':9 '50':7 'logement':12 'mtl':6 'parthenai':5 'rem19':22 'rue':4 'régulier':13,1022689,2214,2220,rue Parthenais  ,,50,2,33,1910,1000,,,Logement,Régulier,0043-13-7898-3-000-0000,2275,1954,Arrondissement de Ville-Marie (Montréal)
16881,"-000':19 '-0000':20 '-0968':17 '-7':18 '-91':16 '01026296':1 '1000':12 '1112':22 '1962':11 '2552':2,3 '27':10 '345':21 '4':9 '50':8 '9944':15 'est':6 'logement':13 'mtl':7 'rachel':5 'rem21':23 'rue':4 'régulier':14",1026296,2552,2552,rue Rachel Est  ,,50,4,27,1962,1000,,,Logement,Régulier,9944-91-0968-7-000-0000,345,1112,Arrondissement du Plateau-Mont-Royal (Montréal)
16886,"-000':19 '-0000':20 '-3':18 '-5673':17 '-62':16 '01026784':1 '1000':12 '1314':22 '1964':11 '27':10 '378':21 '4':9 '4524':2,3 '50':8 '9843':15 'brébeuf':6 'de':5 'logement':13 'mtl':7 'rem21':23 'rue':4 'régulier':14",1026784,4524,4524,rue De Brébeuf  ,,50,4,27,1964,1000,,,Logement,Régulier,9843-62-5673-3-000-0000,378,1314,Arrondissement du Plateau-Mont-Royal (Montréal)
17124,"-0':30 '-000':31 '-0000':32 '-57':28 '-7467':29 '01021798':1 '10676':34 '1920':12 '2':10 '312':2,3 '35':11 '3550':33 '50':9 '5834':13 '9941':27 'appart':17 'chalet':20 'de':15 'est':6 'et':22 'maison':18 'meublé':21 'mte':7 'mtl':8 'ou':19 'pour':24 'rem19':35 'repa':25 'rue':4 'régulier':26 'résidenc':14 'sherbrook':5 'tourism':16 'équipé':23",1021798,312,312,rue Sherbrooke Est  ,,50,2,35,1920,5834,,,"Résidence de tourisme, appartement, maison ou chalet (meublé et équipé pour repas)",Régulier,9941-57-7467-0-000-0000,3550,10676,Arrondissement de Ville-Marie (Montréal)
17476,"-0':17 '-000':18 '-0000':19 '-20':15 '-3872':16 '01052221':1 '1000':11 '1959':10 '2':8 '23':9 '50':7 '579':20 '6300':2,3 '909':21 '9834':14 'beurl':5 'logement':12 'rem12':22 'rue':4 'régulier':13 'vrd':6",1052221,6300,6300,rue Beurling  ,,50,2,23,1959,1000,,,Logement,Régulier,9834-20-3872-0-000-0000,579,909,Arrondissement de Verdun (Montréal)
17769,"-000':19 '-0000':20 '-4':18 '-6426':17 '-92':16 '01020804':1 '1000':12 '1237':2,3 '1875':11 '20':10 '282':21 '3':9 '50':8 '518':22 '9941':15 'bullion':6 'de':5 'logement':13 'mtl':7 'rem19':23 'rue':4 'régulier':14",1020804,1237,1237,rue De Bullion  ,,50,3,20,1875,1000,,,Logement,Régulier,9941-92-6426-4-000-0000,282,518,Arrondissement de Ville-Marie (Montréal)
17806,-000':19 '-0000':20 '-1':18 '-3921':17 '-81':16 '01017258':1 '1000':12 '1821':21 '1971':11 '1982':22 '24':10 '3':9 '3325':2 '3375':3 '50':8 '9634':15 'boulevard':4 'des':5 'logement':13 'mtl':7 'rem20':23 'régulier':14 'trinitair':6,1017258,3325,3375,boulevard des Trinitaires  ,,50,3,24,1971,1000,,,Logement,Régulier,9634-81-3921-1-000-0000,1821,1982,Arrondissement du Sud-Ouest (Montréal)
17807,-000':19 '-0000':20 '-2203':17 '-4':18 '-91':16 '01017259':1 '1000':12 '1812':21 '1971':11 '1982':22 '24':10 '3':9 '3225':2 '3275':3 '50':8 '9634':15 'boulevard':4 'des':5 'logement':13 'mtl':7 'rem20':23 'régulier':14 'trinitair':6,1017259,3225,3275,boulevard des Trinitaires  ,,50,3,24,1971,1000,,,Logement,Régulier,9634-91-2203-4-000-0000,1812,1982,Arrondissement du Sud-Ouest (Montréal)
17889,"-000':18 '-0000':19 '-1549':16 '-3':17 '-62':15 '0044':14 '01025781':1 '1000':11 '2009':10 '22':9 '2893':2,3 '50':8 '552':20 'de':5 'logement':12 'mtl':7 'rem19':21 'rouen':6 'rue':4 'régulier':13",1025781,2893,2893,rue de Rouen  ,,50,,22,2009,1000,,,Logement,Régulier,0044-62-1549-3-000-0000,552,,Arrondissement de Ville-Marie (Montréal)
17993,-000':21 '-0000':22 '-5':20 '-60':18 '-7907':19 '01034631':1 '1000':14 '1023':24 '1880':2 '1900':3 '1941':13 '20':12 '3':11 '50':10 '526':23 '9844':17 'boulevard':4 'est':8 'joseph':7 'logement':15 'mtl':9 'rem21':25 'régulier':16 'saint':6 'saint-joseph':5,1034631,1880,1900,boulevard Saint-Joseph Est  ,,50,3,20,1941,1000,,,Logement,Régulier,9844-60-7907-5-000-0000,526,1023,Arrondissement du Plateau-Mont-Royal (Montréal)
