_id,_full_text,ID_UEV,CIVIQUE_DEBUT,CIVIQUE_FIN,NOM_RUE,SUITE_DEBUT,MUNICIPALITE,ETAGE_HORS_SOL,NOMBRE_LOGEMENT,ANNEE_CONSTRUCTION,CODE_UTILISATION,LETTRE_DEBUT,LETTRE_FIN,LIBELLE_UTILISATION,CATEGORIE_UEF,MATRICULE83,SUPERFICIE_TERRAIN,SUPERFICIE_BATIMENT,NO_ARROND_ILE_CUM
32,"-000':20 '-0000':21 '-4':19 '-5794':18 '-64':17 '03082492':1 '1000':13 '1152':23 '1964':12 '25':11 '344':22 '4':10 '50':9 '810':2,3 '9343':16 'de':5 'lièg':6 'logement':14 'mtl':8 'ouest':7 'rem25':24 'rue':4 'régulier':15",3082492,810,810,rue de Liège Ouest  ,,50,4,25,1964,1000,,,Logement,Régulier,9343-64-5794-4-000-0000,344,1152,Arrondissement de Villeray - Saint-Michel - Parc-Extension (Montréal)
127,"-0':17 '-000':18 '-0000':19 '-27':15 '-8148':16 '01010876':1 '1000':11 '1068':20 '1921':10 '2197':21 '26':9 '29':7 '3':8 '52':2,3 '9737':14 'academi':4 'logement':12 'rem99':22 'road':5 'régulier':13 'wmt':6",1010876,52,52,Academy Road  ,,29,3,26,1921,1000,,,Logement,Régulier,9737-27-8148-0-000-0000,1068,2197,(Westmount)
228,"-0':18 '-000':19 '-0000':20 '-1432':17 '-77':16 '01001695':1 '1000':12 '1968':11 '24':10 '3':9 '350':21 '50':8 '5043':2,3 '738':22 '9742':15 'bullion':6 'de':5 'logement':13 'mtl':7 'rem21':23 'rue':4 'régulier':14",1001695,5043,5043,rue De Bullion  ,,50,3,24,1968,1000,,,Logement,Régulier,9742-77-1432-0-000-0000,350,738,Arrondissement du Plateau-Mont-Royal (Montréal)
258,-0':19 '-000':20 '-0000':21 '-17':17 '-9722':18 '01002045':1 '1000':13 '1012':22 '1926':12 '26':11 '4':10 '4151':23 '4584':2 '4596':3 '50':9 '9842':16 'deni':7 'logement':14 'mtl':8 'rem21':24 'rue':4 'régulier':15 'saint':6 'saint-deni':5,1002045,4584,4596,rue Saint-Denis  ,,50,4,26,1926,1000,,,Logement,Régulier,9842-17-9722-0-000-0000,1012,4151,Arrondissement du Plateau-Mont-Royal (Montréal)
313,-000':19 '-0000':20 '-2232':17 '-60':16 '-9':18 '01001029':1 '1000':12 '1284':22 '1931':11 '32':10 '4':9 '4669':2 '4671':3 '50':8 '509':21 '9742':15 'avenu':4 'du':5 'logement':13 'mtl':7 'parc':6 'rem21':23 'régulier':14,1001029,4669,4671,avenue du Parc  ,,50,4,32,1931,1000,,,Logement,Régulier,9742-60-2232-9-000-0000,509,1284,Arrondissement du Plateau-Mont-Royal (Montréal)
378,"-000':18 '-0000':19 '-2':17 '-5603':16 '-78':15 '01037825':1 '1000':11 '1870':10 '21':9 '271':20 '3547':2,3 '4':8 '50':7 '828':21 '9840':14 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13 'univers':5",1037825,3547,3547,rue University  ,,50,4,21,1870,1000,,,Logement,Régulier,9840-78-5603-2-000-0000,271,828,Arrondissement du Plateau-Mont-Royal (Montréal)
556,-000':20 '-0000':21 '-1':19 '-2423':18 '-85':17 '01035890':1 '1000':13 '1002':22 '1302':23 '1976':12 '23':11 '3':10 '50':9 '805':2 '825':3 '9737':16 'logement':14 'mtl':8 'philipp':7 'rem20':24 'rue':4 'régulier':15 'saint':6 'saint-philipp':5,1035890,805,825,rue Saint-Philippe  ,,50,3,23,1976,1000,,,Logement,Régulier,9737-85-2423-1-000-0000,1002,1302,Arrondissement du Sud-Ouest (Montréal)
581,"-000':18 '-0000':19 '-27':15 '-3':17 '-4438':16 '01039490':1 '1000':11 '1122':20 '1535':2,3 '1940':10 '23':9 '2780':21 '4':8 '50':7 '9839':14 'avenu':4 'logement':12 'mtl':6 'rem19':22 'régulier':13 'summerhil':5",1039490,1535,1535,avenue Summerhill  ,,50,4,23,1940,1000,,,Logement,Régulier,9839-27-4438-3-000-0000,1122,2780,Arrondissement de Ville-Marie (Montréal)
978,"-0':22 '-000':23 '-0000':24 '-7607':21 '-87':20 '01001748':1 '1000':16 '1959':15 '29':14 '3':13 '4879':2 '4895':3 '50':12 '511':25 '861':26 '9742':19 'avenu':4 'de':5,9 'hôtel':8 'hôtel-de-vill':7 'l':6 'logement':17 'mtl':11 'rem21':27 'régulier':18 'vill':10",1001748,4879,4895,avenue de l' Hôtel-de-Ville  ,,50,3,29,1959,1000,,,Logement,Régulier,9742-87-7607-0-000-0000,511,861,Arrondissement du Plateau-Mont-Royal (Montréal)
1015,"-000':20 '-0000':21 '-0316':18 '-5':19 '-53':17 '03073561':1 '1000':13 '1007':22 '1959':12 '2649':23 '29':11 '2930':2,3 '5':10 '50':9 '9540':16 'boulevard':4 'logement':14 'montpetit':7 'mtl':8 'rem34':24 'régulier':15 'édouard':6 'édouard-montpetit':5",3073561,2930,2930,boulevard Édouard-Montpetit  ,,50,5,29,1959,1000,,,Logement,Régulier,9540-53-0316-5-000-0000,1007,2649,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
1082,-000':20 '-0000':21 '-6925':18 '-79':17 '-8':19 '01036958':1 '1000':13 '1214':22 '1943':12 '2051':2 '2085':3 '32':11 '3856':23 '4':10 '50':9 '9839':16 'de':5 'la':6 'logement':14 'montagn':7 'mtl':8 'rem19':24 'rue':4 'régulier':15,1036958,2051,2085,rue de la Montagne  ,,50,4,32,1943,1000,,,Logement,Régulier,9839-79-6925-8-000-0000,1214,3856,Arrondissement de Ville-Marie (Montréal)
1095,"-000':18 '-0000':19 '-0322':16 '-3':17 '-42':15 '02082937':1 '1000':11 '1267':20 '1443':21 '1967':10 '21':9 '3':8 '50':7 '7050':2,3 '9848':14 'boulevard':4 'logement':12 'rem14':22 'régulier':13 'sln':6 'viau':5",2082937,7050,7050,boulevard Viau  ,,50,3,21,1967,1000,,,Logement,Régulier,9848-42-0322-3-000-0000,1267,1443,Saint Leonard
1255,"-000':21 '-0000':22 '-6251':19 '-8':20 '-87':18 '01002513':1 '1000':14 '1163':24 '1922':13 '224':2,3 '25':12 '3':11 '50':10 '565':23 '9742':17 'boulevard':4 'est':8 'joseph':7 'logement':15 'mtl':9 'rem21':25 'régulier':16 'saint':6 'saint-joseph':5",1002513,224,224,boulevard Saint-Joseph Est  ,,50,3,25,1922,1000,,,Logement,Régulier,9742-87-6251-8-000-0000,565,1163,Arrondissement du Plateau-Mont-Royal (Montréal)
1443,"-000':21 '-0000':22 '-2':20 '-7816':19 '-79':18 '01006195':1 '1000':14 '1471':23 '1928':13 '20':12 '29':10 '3':11 '3055':2,3 '3104':24 '9738':17 'logement':15 'mtl':7 'mto':8 'ouest':6 'rem99':25 'rue':4 'régulier':16 'sherbrook':5 'wmt':9",1006195,3055,3055,rue Sherbrooke Ouest  ,,29,3,20,1928,1000,,,Logement,Régulier,9738-79-7816-2-000-0000,1471,3104,(Westmount)
1474,"-000':19 '-0000':20 '-3':18 '-4781':17 '-97':16 '01041590':1 '1000':12 '1347':22 '1966':11 '34':10 '4':9 '442':21 '50':8 '960':2,3 '9842':15 'est':6 'logement':13 'mtl':7 'rachel':5 'rem21':23 'rue':4 'régulier':14",1041590,960,960,rue Rachel Est  ,,50,4,34,1966,1000,,,Logement,Régulier,9842-97-4781-3-000-0000,442,1347,Arrondissement du Plateau-Mont-Royal (Montréal)
1786,"-000':19 '-0000':20 '-1332':17 '-2':18 '-40':16 '01036481':1 '1000':12 '1237':22 '1885':11 '23':10 '3':9 '3467':2,3 '50':8 '975':21 '9840':15 'avenu':4 'du':5 'logement':13 'mtl':7 'musé':6 'rem19':23 'régulier':14",1036481,3467,3467,avenue du Musée  ,,50,3,23,1885,1000,,,Logement,Régulier,9840-40-1332-2-000-0000,975,1237,Arrondissement de Ville-Marie (Montréal)
1885,-000':20 '-0000':21 '-50':17 '-6':19 '-7075':18 '0040':16 '01036271':1 '1000':13 '119':2 '123':3 '1982':12 '39':11 '4398':23 '50':9 '7':10 '850':22 'logement':14 'mtl':8 'pierr':7 'rem19':24 'rue':4 'régulier':15 'saint':6 'saint-pierr':5,1036271,119,123,rue Saint-Pierre  ,,50,7,39,1982,1000,,,Logement,Régulier,0040-50-7075-6-000-0000,850,4398,Arrondissement de Ville-Marie (Montréal)
1892,-000':18 '-0000':19 '-07':15 '-5':17 '-8886':16 '01002015':1 '1000':11 '1275':21 '1957':10 '27':9 '357':20 '397':2 '399':3 '4':8 '50':7 '9842':14 'gilford':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13,1002015,397,399,rue Gilford  ,,50,4,27,1957,1000,,,Logement,Régulier,9842-07-8886-5-000-0000,357,1275,Arrondissement du Plateau-Mont-Royal (Montréal)
1958,-000':19 '-0000':20 '-4512':17 '-5':18 '-69':16 '01000801':1 '1000':12 '1038':21 '1912':11 '2171':22 '28':10 '3':9 '4605':2 '4611':3 '50':8 '9741':15 'hutchison':5 'logement':13 'mtl':6 'rem21':23 'rue':4 'régulier':14,1000801,4605,4611,rue Hutchison  ,,50,3,28,1912,1000,,,Logement,Régulier,9741-69-4512-5-000-0000,1038,2171,Arrondissement du Plateau-Mont-Royal (Montréal)
2107,"-000':20 '-0000':21 '-1':19 '-15':17 '-5851':18 '01041265':1 '1000':13 '1971':12 '2036':2,3 '2379':23 '2422':22 '3':10 '30':11 '50':9 '9938':16 'avenu':4 'groulx':7 'lionel':6 'lionel-groulx':5 'logement':14 'mtl':8 'rem20':24 'régulier':15",1041265,2036,2036,avenue Lionel-Groulx  ,,50,3,30,1971,1000,,,Logement,Régulier,9938-15-5851-1-000-0000,2422,2379,Arrondissement du Sud-Ouest (Montréal)
2225,"-000':18 '-0000':19 '-04':15 '-5':17 '-6555':16 '01007072':1 '1000':11 '1167':20 '1960':10 '29':7 '30':2,3 '36':9 '4192':21 '7':8 '9738':14 'logement':12 'rem99':22 'rue':4 'régulier':13 'stanton':5 'wmt':6",1007072,30,30,rue Stanton  ,,29,7,36,1960,1000,,,Logement,Régulier,9738-04-6555-5-000-0000,1167,4192,(Westmount)
2470,"-000':18 '-0000':19 '-3':17 '-78':15 '-9974':16 '01038321':1 '1000':11 '1962':10 '305':20 '32':9 '3555':2,3 '4':8 '50':7 '984':21 '9840':14 'avenu':4 'logement':12 'lorn':5 'mtl':6 'rem21':22 'régulier':13",1038321,3555,3555,avenue Lorne  ,,50,4,32,1962,1000,,,Logement,Régulier,9840-78-9974-3-000-0000,305,984,Arrondissement du Plateau-Mont-Royal (Montréal)
2586,"-000':20 '-0000':21 '-1459':18 '-2':19 '-31':17 '01036365':1 '1000':13 '1943':12 '2109':23 '3650':2,3 '37':11 '5':10 '50':9 '940':22 '9840':16 'de':5 'la':6 'logement':14 'montagn':7 'mtl':8 'rem19':24 'rue':4 'régulier':15",1036365,3650,3650,rue de la Montagne  ,,50,5,37,1943,1000,,,Logement,Régulier,9840-31-1459-2-000-0000,940,2109,Arrondissement de Ville-Marie (Montréal)
2603,-000':18 '-0000':19 '-2':17 '-7228':16 '-81':15 '01004759':1 '1000':11 '1850':2 '1910':3 '1986':10 '2277':20 '24':9 '2636':21 '3':8 '50':7 '9938':14 'logement':12 'mtl':6 'rem20':22 'richardson':5 'rue':4 'régulier':13,1004759,1850,1910,rue Richardson  ,,50,3,24,1986,1000,,,Logement,Régulier,9938-81-7228-2-000-0000,2277,2636,Arrondissement du Sud-Ouest (Montréal)
2891,"-000':21 '-0000':22 '-3360':19 '-43':18 '-7':20 '01037708':1 '1000':14 '1506':24 '1845':2,3 '1929':13 '27':12 '4':11 '50':10 '572':23 '9839':17 'boulevard':4 'de':5 'logement':15 'maisonneuv':6 'mtl':8 'ouest':7 'rem19':25 'régulier':16 'wmt':9",1037708,1845,1845,boulevard De Maisonneuve Ouest  ,,50,4,27,1929,1000,,,Logement,Régulier,9839-43-3360-7-000-0000,572,1506,Arrondissement de Ville-Marie (Montréal)
3088,"-000':20 '-0000':21 '-0229':18 '-7':19 '-96':17 '05054918':1 '1000':13 '1623':22 '1967':12 '2925':2,3 '2934':23 '36':11 '4':10 '50':9 '8933':16 'lch':8 'logement':14 'loui':6 'louis-paré':5 'paré':7 'rem27':24 'rue':4 'régulier':15",5054918,2925,2925,rue Louis-Paré  ,,50,4,36,1967,1000,,,Logement,Régulier,8933-96-0229-7-000-0000,1623,2934,Arrondissement de Lachine (Montréal)
3226,-000':19 '-0000':20 '-0774':17 '-2':18 '-24':16 '0042':15 '01035513':1 '1000':12 '1350':2 '1398':3 '1542':21 '1880':11 '2020':22 '24':10 '3':9 '50':8 'fontain':6 'la':5 'logement':13 'mtl':7 'rem19':23 'rue':4 'régulier':14,1035513,1350,1398,rue La Fontaine  ,,50,3,24,1880,1000,,,Logement,Régulier,0042-24-0774-2-000-0000,1542,2020,Arrondissement de Ville-Marie (Montréal)
3308,-000':18 '-0000':19 '-03':15 '-3':17 '-5239':16 '01036955':1 '1000':11 '1070':2 '1076':3 '2019':10 '2389':21 '35':9 '5':8 '50':7 '664':20 '9939':14 'logement':12 'mackay':5 'mtl':6 'rem19':22 'rue':4 'régulier':13,1036955,1070,1076,rue Mackay  ,,50,5,35,2019,1000,,,Logement,Régulier,9939-03-5239-3-000-0000,664,2389,Arrondissement de Ville-Marie (Montréal)
3359,-000':18 '-0000':19 '-4877':16 '-59':15 '-7':17 '0041':14 '01040349':1 '1000':11 '1076':21 '1185':2 '1197':3 '1915':10 '3':8 '40':9 '50':7 '632':20 'logement':12 'montcalm':5 'mtl':6 'rem19':22 'rue':4 'régulier':13,1040349,1185,1197,rue Montcalm  ,,50,3,40,1915,1000,,,Logement,Régulier,0041-59-4877-7-000-0000,632,1076,Arrondissement de Ville-Marie (Montréal)
3396,"-000':19 '-0000':20 '-71':16 '-7458':17 '-8':18 '01037926':1 '1000':12 '1545':21 '1941':11 '3500':2,3 '37':10 '4904':22 '5':9 '50':8 '9739':15 'atwat':5 'avenu':4 'logement':13 'mtl':6 'rem19':23 'régulier':14 'wmt':7",1037926,3500,3500,avenue Atwater  ,,50,5,37,1941,1000,,,Logement,Régulier,9739-71-7458-8-000-0000,1545,4904,Arrondissement de Ville-Marie (Montréal)
3758,-000':18 '-0000':19 '-0030':16 '-4':17 '-48':15 '01010894':1 '1000':11 '1135':20 '1928':10 '1972':21 '28':9 '29':7 '3':8 '5':2 '7':3 '9737':14 'logement':12 'park':4 'place':5 'rem99':22 'régulier':13 'wmt':6,1010894,5,7,Park Place  ,,29,3,28,1928,1000,,,Logement,Régulier,9737-48-0030-4-000-0000,1135,1972,(Westmount)
3811,-000':20 '-0000':21 '-2':19 '-32':17 '-7186':18 '02013729':1 '1000':13 '1057':23 '1967':12 '20':11 '3':10 '3163':2 '3175':3 '50':9 '541':22 '9746':16 'anj':6 'bélanger':5 'logement':14 'mtl':7 'rem25':24 'rue':4 'régulier':15 'sln':8,2013729,3163,3175,rue Bélanger  ,,50,3,20,1967,1000,,,Logement,Régulier,9746-32-7186-2-000-0000,541,1057,Arrondissement de Villeray - Saint-Michel - Parc-Extension (Montréal)
4029,"-000':20 '-0000':21 '-0174':18 '-6':19 '-88':17 '01001862':1 '1000':13 '1299':23 '1966':12 '24':11 '3':10 '50':9 '5055':2,3 '554':22 '9742':16 'avenu':4 'henri':6 'henri-julien':5 'julien':7 'logement':14 'mtl':8 'rem21':24 'régulier':15",1001862,5055,5055,avenue Henri-Julien  ,,50,3,24,1966,1000,,,Logement,Régulier,9742-88-0174-6-000-0000,554,1299,Arrondissement du Plateau-Mont-Royal (Montréal)
4058,"-000':19 '-0000':20 '-3574':17 '-5':18 '-81':16 '01038490':1 '1000':12 '1929':11,21 '3485':2 '3493':3 '37':10 '3731':22 '4':9 '50':8 '9739':15 'atwat':5 'avenu':4 'logement':13 'mtl':6 'rem19':23 'régulier':14 'wmt':7",1038490,3485,3493,avenue Atwater  ,,50,4,37,1929,1000,,,Logement,Régulier,9739-81-3574-5-000-0000,1929,3731,Arrondissement de Ville-Marie (Montréal)
4164,-000':18 '-0000':19 '-0165':16 '-1':17 '-59':15 '01002558':1 '1000':11 '1207':2 '1215':3 '1900':10 '2160':21 '34':9 '5':8 '50':7 '593':20 '9838':14 'avenu':4 'logement':12 'mtl':6 'rem19':22 'régulier':13 'seymour':5,1002558,1207,1215,avenue Seymour  ,,50,5,34,1900,1000,,,Logement,Régulier,9838-59-0165-1-000-0000,593,2160,Arrondissement de Ville-Marie (Montréal)
4386,"-000':18 '-0000':19 '-25':15 '-4':17 '-8047':16 '01005469':1 '10':2,3 '1000':11 '1374':21 '1955':10 '20':9 '29':7 '3':8 '751':20 '9838':14 'logement':12 'park':5 'rem99':22 'régulier':13 'weredal':4 'wmt':6",1005469,10,10,Weredale Park  ,,29,3,20,1955,1000,,,Logement,Régulier,9838-25-8047-4-000-0000,751,1374,(Westmount)
4399,"-000':19 '-0000':20 '-2260':17 '-51':16 '-9':18 '01043685':1 '1000':12 '1932':11 '21':10 '2265':21 '3':9 '3003':22 '50':8 '660':2,3 '9737':15 'courcell':6 'de':5 'logement':13 'mtl':7 'rem20':23 'rue':4 'régulier':14",1043685,660,660,rue De Courcelle  ,,50,3,21,1932,1000,,,Logement,Régulier,9737-51-2260-9-000-0000,2265,3003,Arrondissement du Sud-Ouest (Montréal)
4459,-000':18 '-0000':19 '-3111':16 '-72':15 '-9':17 '01043377':1 '1000':11 '1984':10 '2648':21 '3':8 '40':9 '4766':20 '50':7 '620':2 '644':3 '9737':14 'delinell':5 'logement':12 'mtl':6 'rem20':22 'rue':4 'régulier':13,1043377,620,644,rue Delinelle  ,,50,3,40,1984,1000,,,Logement,Régulier,9737-72-3111-9-000-0000,4766,2648,Arrondissement du Sud-Ouest (Montréal)
4460,"-000':22 '-0000':23 '-6592':20 '-7':21 '-84':19 '04017351':1 '1000':15 '1960':14 '20':11 '2846':25 '3':12 '3036':24 '34':13 '504':2,3 '7934':18 'boulevard':4 'ddo':8 'jean':7 'logement':16 'pcl':9 'pfd':10 'rem99':26 'régulier':17 'saint':6 'saint-jean':5",4017351,504,504,boulevard Saint-Jean  ,,20,3,34,1960,1000,,,Logement,Régulier,7934-84-6592-7-000-0000,3036,2846,(Westmount)
4501,-000':19 '-0000':20 '-2':18 '-2643':17 '-67':16 '01047228':1 '1000':12 '1904':11 '200':2 '202':3 '3385':21 '37':10 '4':9 '4415':22 '50':8 '9935':15 'galt':5 'logement':13 'mtl':6 'rem12':23 'rue':4 'régulier':14 'vrd':7,1047228,200,202,rue Galt  ,,50,4,37,1904,1000,,,Logement,Régulier,9935-67-2643-2-000-0000,3385,4415,Arrondissement de Verdun (Montréal)
4892,-000':18 '-0000':19 '-09':15 '-1094':16 '-3':17 '01037514':1 '1000':11 '1419':20 '1425':2 '1439':3 '1900':10 '32':9 '3380':21 '4':8 '50':7 '9939':14 'logement':12 'mtl':6 'rem19':22 'rue':4 'régulier':13 'stanley':5,1037514,1425,1439,rue Stanley  ,,50,4,32,1900,1000,,,Logement,Régulier,9939-09-1094-3-000-0000,1419,3380,Arrondissement de Ville-Marie (Montréal)
4934,"-000':18 '-0000':19 '-05':15 '-5429':16 '-7':17 '01013991':1 '1000':11 '1995':10 '2166':20 '2505':21 '28':9 '3':8 '50':7 '5847':2,3 '9735':14 'hamilton':5 'logement':12 'mtl':6 'rem20':22 'rue':4 'régulier':13",1013991,5847,5847,rue Hamilton  ,,50,3,28,1995,1000,,,Logement,Régulier,9735-05-5429-7-000-0000,2166,2505,Arrondissement du Sud-Ouest (Montréal)
5120,"-000':18 '-0000':19 '-06':15 '-3324':16 '-8':17 '01036619':1 '1000':11 '1181':2,3 '2005':10 '21':9 '3':8 '50':7 '538':20 '9939':14 'crescent':5 'logement':12 'mtl':6 'rem19':21 'rue':4 'régulier':13",1036619,1181,1181,rue Crescent  ,,50,3,21,2005,1000,,,Logement,Régulier,9939-06-3324-8-000-0000,538,,Arrondissement de Ville-Marie (Montréal)
5282,-000':19 '-0000':20 '-1':18 '-5016':17 '-99':16 '01043122':1 '1000':12 '1321':21 '157':2 '161':3 '1900':11 '22':10 '2357':22 '4':9 '50':8 '9841':15 'est':6 'logement':13 'mtl':7 'rem21':23 'roy':5 'rue':4 'régulier':14,1043122,157,161,rue Roy Est  ,,50,4,22,1900,1000,,,Logement,Régulier,9841-99-5016-1-000-0000,1321,2357,Arrondissement du Plateau-Mont-Royal (Montréal)
5428,-000':18 '-0000':19 '-5':17 '-6815':16 '-80':15 '01000075':1 '1000':11 '1928':10 '1942':21 '24':9 '3561':2 '3567':3 '4':8 '50':7 '702':20 '9841':14 'duroch':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13,1000075,3561,3567,rue Durocher  ,,50,4,24,1928,1000,,,Logement,Régulier,9841-80-6815-5-000-0000,702,1942,Arrondissement du Plateau-Mont-Royal (Montréal)
5524,"-000':18 '-0000':19 '-13':15 '-6':17 '-8004':16 '02010441':1 '1000':11 '1966':10 '2299':21 '2598':2,3 '35':9 '4':8 '50':7 '627':20 '9845':14 'boulevard':4 'logement':12 'mtl':6 'rem24':22 'rosemont':5 'régulier':13",2010441,2598,2598,boulevard Rosemont  ,,50,4,35,1966,1000,,,Logement,Régulier,9845-13-8004-6-000-0000,627,2299,Arrondissement de Rosemont - La Petite-Patrie
5540,"-000':20 '-0000':21 '-0854':18 '-2':19 '-84':17 '01000905':1 '1000':13 '190':2,3 '1952':12 '271':22 '29':11 '4':10 '50':9 '930':23 '9841':16 'avenu':4 'des':5 'logement':14 'mtl':8 'ouest':7 'pin':6 'rem21':24 'régulier':15",1000905,190,190,avenue des Pins Ouest  ,,50,4,29,1952,1000,,,Logement,Régulier,9841-84-0854-2-000-0000,271,930,Arrondissement du Plateau-Mont-Royal (Montréal)
5544,"-000':18 '-0000':19 '-4':17 '-57':15 '-8791':16 '01041762':1 '1000':11 '1154':21 '1957':10 '3':8 '34':9 '3960':2,3 '50':7 '508':20 '9841':14 'clark':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13",1041762,3960,3960,rue Clark  ,,50,3,34,1957,1000,,,Logement,Régulier,9841-57-8791-4-000-0000,508,1154,Arrondissement du Plateau-Mont-Royal (Montréal)
5602,"-000':18 '-0000':19 '-1500':16 '-7':17 '-72':15 '01037502':1 '1000':11 '1951':10 '3126':21 '3425':2,3 '36':9 '5':8 '50':7 '832':20 '9840':14 'logement':12 'mtl':6 'rem19':22 'rue':4 'régulier':13 'stanley':5",1037502,3425,3425,rue Stanley  ,,50,5,36,1951,1000,,,Logement,Régulier,9840-72-1500-7-000-0000,832,3126,Arrondissement de Ville-Marie (Montréal)
5624,-000':18 '-0000':19 '-3':17 '-8272':16 '-97':15 '01038099':1 '1000':11 '1936':10 '26':9 '3':8 '3454':2 '3456':3 '50':7 '509':20 '916':21 '9840':14 'aylmer':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13,1038099,3454,3456,rue Aylmer  ,,50,3,26,1936,1000,,,Logement,Régulier,9840-97-8272-3-000-0000,509,916,Arrondissement du Plateau-Mont-Royal (Montréal)
5667,"-000':18 '-0000':19 '-37':15 '-4':17 '-5883':16 '01010891':1 '1000':11 '1107':20 '1928':10 '26':9 '29':7 '3226':21 '4':8 '6':2,3 '9737':14 'logement':12 'park':4 'place':5 'rem99':22 'régulier':13 'wmt':6",1010891,6,6,Park Place  ,,29,4,26,1928,1000,,,Logement,Régulier,9737-37-5883-4-000-0000,1107,3226,(Westmount)
5719,"-000':21 '-0000':22 '-3178':19 '-43':18 '-5':20 '01006590':1 '1000':14 '1933':13 '24':12 '2432':24 '29':10 '3':11 '3035':2,3 '969':23 '9838':17 'antoin':7 'logement':15 'ouest':8 'rem99':25 'rue':4 'régulier':16 'saint':6 'saint-antoin':5 'wmt':9",1006590,3035,3035,rue Saint-Antoine Ouest  ,,29,3,24,1933,1000,,,Logement,Régulier,9838-43-3178-5-000-0000,969,2432,(Westmount)
6280,-000':20 '-0000':21 '-83':17 '-9':19 '-9794':18 '01048523':1 '1000':13 '1909':22 '1972':12 '2214':23 '2325':2 '2365':3 '3':10 '30':11 '50':9 '9838':16 'avenu':4 'groulx':7 'lionel':6 'lionel-groulx':5 'logement':14 'mtl':8 'rem20':24 'régulier':15,1048523,2325,2365,avenue Lionel-Groulx  ,,50,3,30,1972,1000,,,Logement,Régulier,9838-83-9794-9-000-0000,1909,2214,Arrondissement du Sud-Ouest (Montréal)
6325,-000':18 '-0000':19 '-13':15 '-2253':16 '-8':17 '01048096':1 '1000':11 '1536':20 '1864':21 '1900':10 '2208':2 '2240':3 '3':8 '30':9 '50':7 '9938':14 'logement':12 'mtl':6 'rem20':22 'rue':4 'régulier':13 'workman':5,1048096,2208,2240,rue Workman  ,,50,3,30,1900,1000,,,Logement,Régulier,9938-13-2253-8-000-0000,1536,1864,Arrondissement du Sud-Ouest (Montréal)
6407,"-000':20 '-0000':21 '-3982':18 '-5':19 '-96':17 '03073115':1 '1000':13 '1032':23 '1950':12 '20':11 '3':10 '3765':2,3 '50':9 '652':22 '9439':16 'avenu':4 'kevin':7 'logement':14 'mtl':8 'rem34':24 'régulier':15 'saint':6 'saint-kevin':5",3073115,3765,3765,avenue Saint-Kevin  ,,50,3,20,1950,1000,,,Logement,Régulier,9439-96-3982-5-000-0000,652,1032,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
6472,-000':18 '-0000':19 '-2':17 '-7793':16 '-93':15 '04017274':1 '1000':11 '1545':21 '1971':10 '2250':20 '25':9 '3':8 '50':7 '8240':14 '8672':2 '8676':3 'anthoni':5 'logement':12 'pfd':6 'rem31':22 'rue':4 'régulier':13,4017274,8672,8676,rue Anthony  ,,50,3,25,1971,1000,,,Logement,Régulier,8240-93-7793-2-000-0000,2250,1545,Arrondissement de Pierrefonds - Roxboro (Montréal)
6581,-000':18 '-0000':19 '-0729':16 '-6':17 '-79':15 '01010996':1 '100':2 '1000':11 '110':3 '1974':10 '23':9 '2695':20 '2761':21 '29':7 '3':8 '9737':14 'avenu':4 'hillsid':5 'logement':12 'rem99':22 'régulier':13 'wmt':6,1010996,100,110,avenue Hillside  ,,29,3,23,1974,1000,,,Logement,Régulier,9737-79-0729-6-000-0000,2695,2761,(Westmount)
6613,"-000':19 '-0000':20 '-1':18 '-7506':17 '-79':16 '01003342':1 '1000':12 '1679':22 '1963':11 '32':10 '330':2,3 '4':9 '50':8 '511':21 '9742':15 'avenu':4 'est':6 'laurier':5 'logement':13 'mtl':7 'rem21':23 'régulier':14",1003342,330,330,avenue Laurier Est  ,,50,4,32,1963,1000,,,Logement,Régulier,9742-79-7506-1-000-0000,511,1679,Arrondissement du Plateau-Mont-Royal (Montréal)
6648,-000':20 '-0000':21 '-3':19 '-64':17 '-8473':18 '01015788':1 '1000':13 '1103':22 '1954':12 '28':11 '3':10 '3326':23 '4201':2 '4205':3 '50':9 '9842':16 'deni':7 'logement':14 'mtl':8 'rem21':24 'rue':4 'régulier':15 'saint':6 'saint-deni':5,1015788,4201,4205,rue Saint-Denis  ,,50,3,28,1954,1000,,,Logement,Régulier,9842-64-8473-3-000-0000,1103,3326,Arrondissement du Plateau-Mont-Royal (Montréal)
6742,-000':20 '-0000':21 '-5':19 '-58':17 '-6394':18 '01040550':1 '1000':13 '1908':12 '24':11 '2989':23 '4':10 '400':2 '410':3 '50':9 '890':22 '9941':16 'est':6 'logement':14 'mte':7 'mtl':8 'rem19':24 'rue':4 'régulier':15 'sherbrook':5,1040550,400,410,rue Sherbrooke Est  ,,50,4,24,1908,1000,,,Logement,Régulier,9941-58-6394-5-000-0000,890,2989,Arrondissement de Ville-Marie (Montréal)
